curso,ano,prova,tipoquestao,idquestao,objeto,objetodetalhado,gabarito,acertoscurso,acertosregiao,acertosbrasil,acertosdif,texto,imagem,urlprova,urlsintese,urlcurso,urlcrop
CC,2014,Geral,Objetiva,1,"Ciência, tecnologia e sociedade. Cultura e arte.",,A,"63,3",58,"59,4","3,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Objetiva,1,Responsabilidade social.,,C,70,"52,7",49,21,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Objetiva,2,Meio ambiente.,,E,"93,3","80,3","74,1","19,2",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Objetiva,3,"Ciência, tecnologia e sociedade.  Relações de trabalho.",,B,"93,3","88,7","86,2","7,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Objetiva,4,Inovação tecnológica.,,D,40,"39,7","41,6","-1,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Objetiva,5,Trabalho. Desigualdade de gênero.,,C,"66,7",63,"63,1","3,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Objetiva,7,Trabalho. Transporte.,,E,90,"62,1","62,1","27,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Objetiva,8,Vida urbana e vida rural.,,D,"83,3","84,5","82,8","0,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Discursiva,D1,Língua Portuguesa,,-,"57,9","57,1","55,5","2,4",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Geral,Discursiva,D2,Língua Portuguesa,,-,"43,6","48,2","48,9","-5,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,9,Engenharia de Software e Interação Humano-Computador,"P 02: visão global, crítica e interdisciplinar de sistemas computacionais e consciência de que esta visão transcende aos detalhes
de implementação;
R 02: identificar e analisar requisitos e especificações para problemas específicos e planejar estratégias para suas soluções;
OC 02: Engenharia de Software e Interação Humano-Computador",B,"73,3","74,2","70,7","2,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,10,Engenharia de Software e Interação Humano-Computador,"P 02: visão global, crítica e interdisciplinar de sistemas computacionais e consciência de que esta visão transcende aos detalhes
de implementação;
R 07: gerenciar projetos de desenvolvimento de sistemas computacionais;
OC 02: Engenharia de Software e Interação Humano-Computador",A,"63,3","66,8","61,2","2,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,11,Sistemas Operacionais e Arquitetura de Computadores,"P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 08: aplicar temas e princípios recorrentes, tais como abstração, complexidade, princípio da localidade de referência,
compartilhamento de recursos, segurança, concorrência, evolução de sistemas, reuso e modularização;
OC 04: Sistemas Operacionais e Arquitetura de Computadores",-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,12,Teoria da Computabilidade e Complexidade,"P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 01: criar soluções algorítmicas para problemas em qualquer domínio de conhecimento e de aplicação;
OC 11: Teoria da Computabilidade e Complexidade",D,"36,7","29,6","26,8","9,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,13,Algoritmos e Estruturas de Dados,"P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 01: criar soluções algorítmicas para problemas em qualquer domínio de conhecimento e de aplicação;
OC 01: Algoritmos e Estruturas de Dados",B,"63,3","37,7","35,3",28,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,14,Lógica e Matemática Discreta,"P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 02 identificar e analisar requisitos e especificações para problemas específicos e
planejar estratégias para suas soluções;
OC 05: Lógica e Matemática Discreta;",B,"46,7","34,8","33,3","13,4",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,15,"Linguagens Formais, Autômatos e Compiladores","P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 02 identificar e analisar requisitos e especificações para problemas específicos e
planejar estratégias para suas soluções;
OC 10: Linguagens Formais, Autômatos e Compiladores",C,"43,3","36,8","36,3",7,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,16,Algoritmos e Estruturas de Dados,"P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 01: criar soluções algorítmicas para problemas em qualquer domínio de conhecimento e de aplicação;
OC 01: Algoritmos e Estruturas de Dados",C,60,"41,1","37,7","22,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,17,Engenharia de Software e Interação Humano-Computador,"P 02: visão global, crítica e interdisciplinar de sistemas computacionais e consciência de que esta visão transcende aos detalhes
de implementação;
R 05: empregar metodologias que visem garantir critérios de qualidade ao longo de todas as etapas de desenvolvimento de uma
solução computacional;
OC 02: Engenharia de Software e Interação Humano-Computador",A,80,"73,6","69,4","10,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,18,Inteligência Artificial e Computacional,"P 05: reflexão na construção de sistemas de computação por entender que eles atingem direta ou indiretamente as pessoas e a
sociedade;
R 06: analisar o quanto um sistema computacional atende aos requisitos definidos para adequação de seu uso corrente e futuro;
OC 12: Inteligência Artificial e Computacional",-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,19,Computação Gráfica e Processamento de Imagem,"P 03: reconhecimento da importância e utilização do pensamento computacional no cotidiano para solução de problemas em
domínios diversos e multidisciplinares;
R 04: conceber soluções computacionais que visem ao equilíbrio de todos os fatores e restrições envolvidas;
OC 15: Computação Gráfica e Processamento de Imagem",A,"13,3","17,1","14,3",-1,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Discursiva,20,Sistemas Operacionais e Arquitetura de Computadores,"P 04 conhecimento dos fundamentos teóricos, conceitos e princípios da área de
Computação e de como esses fundamentos influenciam a prática profissional; R 08 aplicar temas e princípios recorrentes, tais
como abstração, complexidade,
princípio da localidade de referência, compartilhamento de recursos,
segurança, concorrência, evolução de sistemas, reuso e modularização; OC 04 Sistemas Operacionais e Arquitetura de
Computadores;",E,"83,3","72,6","67,8","15,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,21,Sistemas Operacionais e Arquitetura de Computadores,"P 04 conhecimento dos fundamentos teóricos, conceitos e princípios da área de
Computação e de como esses fundamentos influenciam a prática profissional; R 08 aplicar temas e princípios recorrentes, tais
como abstração, complexidade,
princípio da localidade de referência, compartilhamento de recursos,
segurança, concorrência, evolução de sistemas, reuso e modularização;
OC 04 Sistemas Operacionais e Arquitetura de Computadores;",-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,22,Teoria dos Grafos,"P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 10 relacionar problemas do mundo real com suas soluções, considerando aspectos
de computabilidade, complexidade e escalabilidade;
OC 16 Teoria dos Grafos;",E,20,"28,9","25,2","-5,2",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,23,Fundamentos e Técnicas de Programação,"P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 08 aplicar temas e princípios recorrentes, tais como abstração, complexidade,
OC 07: Fundamentos e Técnicas de Programação",D,"33,3","24,5","20,7","12,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,24,Banco de Dados,"P 04 conhecimento dos fundamentos teóricos, conceitos e princípios da área de
Computação e de como esses fundamentos influenciam a prática profissional;
R 06 analisar o quanto um sistema computacional atende aos requisitos definidos
para adequação de seu uso corrente e futuro
OC 14: Banco de Dados",C,"76,7","77,2",74,"2,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,25,"Linguagens Formais, Autômatos e Compiladores","P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 02 identificar e analisar requisitos e especificações para problemas específicos e
planejar estratégias para suas soluções
OC 10: Linguagens Formais, Autômatos e Compiladores",D,"73,3","61,2","54,1","19,2",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,26,Lógica e Matemática Discreta,"P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 02 identificar e analisar requisitos e especificações para problemas específicos e
planejar estratégias para suas soluções;
OC 05 Lógica e Matemática Discreta;",C,30,"30,8","31,3","-1,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,27,Lógica e Matemática Discreta,"P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 02 identificar e analisar requisitos e especificações para problemas específicos e
planejar estratégias para suas soluções;
OC 05 Lógica e Matemática Discreta;",B,"66,7","67,2",67,"-0,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,28,Teoria da Computabilidade e Complexidade,"P 03: reconhecimento da importância e utilização do pensamento computacional no cotidiano para solução de problemas em
domínios diversos e multidisciplinares;
R 01: criar soluções algorítmicas para problemas em qualquer domínio de conhecimento e de aplicação;
OC 11: Teoria da Computabilidade e Complexidade;",A,10,"41,9","37,5","-27,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,29,Paradigmas de Linguagens de Programação; Lógica e Matemática Discreta,"P 01 formação sólida em Ciência da Computação e Matemática para
desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 01 criar soluções algorítmicas para problemas em qualquer domínio de
conhecimento e de aplicação
OC 08: Paradigmas de Linguagens de Programação;
OC 05 Lógica e Matemática Discreta",C,60,"48,7","47,2","12,8",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,30,Teoria dos Grafos; Teoria da Computabilidade e Complexidade,"P 03: reconhecimento da importância e utilização do pensamento computacional no cotidiano para solução de problemas em
domínios diversos e multidisciplinares;;
R 10: relacionar problemas do mundo real com suas soluções, considerando aspectos de computabilidade, complexidade e
escalabilidade;
OC 16: Teoria dos Grafos;
OC 11: Teoria da Computabilidade e Complexidade",A,20,"17,1","17,1","2,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,31,Redes de Computadores e Sistemas Distribuídos; Probabilidade e Estatística,"P 02: visão global, crítica e interdisciplinar de sistemas computacionais e consciência de que esta visão transcende aos detalhes
de implementação; R02: identificar e analisar requisitos e especificações para problemas específicos e planejar estratégias para
suas soluções; OC 09: Redes de Computadores e Sistemas Distribuídos; OC 17 Probabilidade e Estatística",-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,32,Lógica e Matemática Discreta,"P 01: formação sólida em Ciência da Computação e Matemática para desenvolvimento de soluções computacionais, geração de
conhecimento científico e de inovação;
R 02 identificar e analisar requisitos e especificações para problemas específicos e planejar estratégias para suas soluções;
OC 05: Lógica e Matemática Discreta;",A,60,"42,7","42,5","17,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,33,Sistemas Operacionais e Arquitetura de Computadores,"P 04 conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 04 conceber soluções computacionais que visem ao equilíbrio de todos os fatores e restrições envolvidas
OC 04: Sistemas Operacionais e Arquitetura de Computadores",-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,34,Fundamentos e Técnicas de Programação; Sistemas Operacionais e Arquitetura de Computadores,"P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;;
R 08 aplicar temas e princípios recorrentes, tais como abstração, complexidade, princípio da localidade de referência,
compartilhamento de recursos, segurança, concorrência, evolução de sistemas, reuso e modularização
OC 07: Fundamentos e Técnicas de Programação;
OC 04 Sistemas Operacionais e Arquitetura de Computadores;",-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Objetiva,35,Sistemas Digitais,"P 05: reflexão na construção de sistemas de computação por entender que eles atingem direta ou indiretamente as pessoas e a
sociedade;
R 11: identificar e gerenciar os riscos que podem estar envolvidos no uso de equipamentos de computação, incluindo os aspectos
de confiabilidade e segurança;
OC 06: Sistemas Digitais",E,"33,3","25,5","22,9","10,4",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Discursiva,D3,Algoritmos e Estruturas de Dados,"P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 08: aplicar temas e princípios recorrentes, tais como abstração, complexidade, princípio da localidade de referência,
compartilhamento de recursos, segurança, concorrência, evolução de sistemas, reuso e modularização;
OC 01: Algoritmos e Estruturas de Dados",-,"29,3","16,4","12,2","17,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Discursiva,D4,Banco de Dados,"P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 03: especificar, projetar, implementar, manter e avaliar sistemas de computação e sistemas embarcados, empregando teorias,
práticas e ferramentas adequadas;
OC 14: Banco de Dados",-,"24,3","30,9","28,9","-4,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2014,Específica,Discursiva,D5,Algoritmos e Estruturas de Dados,"P 04: conhecimento dos fundamentos teóricos, conceitos e princípios da área de Computação e de como esses fundamentos
influenciam a prática profissional;
R 04: conceber soluções computacionais que visem ao equilíbrio de todos os fatores e restrições envolvidas;
OC 01: Algoritmos e Estruturas de Dados",-,"38,7","25,2","22,7",16,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/03_computacao_bacharelado.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_ciencia_da_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Objetiva,1,"Ler e interpretar textos; extrair conclusões por indução e/ou dedução; estabelecer relações, comparações e contrastes em diferentes situações.",,D,"78,9","71,9","68,5","10,4","Retrato de uma princesa desconhecida
Para que ela tivesse um pescoço tão fino
Para que os seus pulsos tivessem um quebrar de caule
Para que os seus olhos fossem tão frontais e limpos
Para que a sua espinha fosse tão direita
E ela usasse a cabeça tão erguida
Com uma tão simples claridade sobre a testa
Foram necessárias sucessivas gerações de escravos
De corpo dobrado e grossas mãos pacientes
Servindo sucessivas gerações de príncipes
Ainda um pouco toscos e grosseiros
Ávidos cruéis e fraudulentos
Foi um imenso desperdiçar de gente
Para que ela fosse aquela perfeição
Solitária exilada sem destino
No poema, a autora sugere que
A
B
C
D
E
ANDRESEN, S. M. B. Dual. Lisboa: Caminho, 2004. p. 73.
os príncipes e as princesas são naturalmente belos.
os príncipes generosos cultivavam a beleza da princesa.
a beleza da princesa é desperdiçada pela miscigenação racial.
o trabalho compulsório de escravos proporcionou privilégios aos príncipes.
o exílio e a solidão são os responsáveis pela manutenção do corpo esbelto da princesa.",N,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Objetiva,2,Tecnologias de informação e comunicação.,,A,"21,1",42,"41,6","-20,5","Exclusão digital é um conceito que diz respeito às extensas camadas sociais que ficaram à margem do fenômeno da
sociedade da informação e da extensão das redes digitais. O problema da exclusão digital se apresenta como um dos
maiores desafios dos dias de hoje, com implicações diretas e indiretas sobre os mais variados aspectos da sociedade
contemporânea.
Nessa nova sociedade, o conhecimento é essencial para aumentar a produtividade e a competição global. É fundamental
para a invenção, para a inovação e para a geração de riqueza. As tecnologias de informação e comunicação (TICs)
proveem uma fundação para a construção e aplicação do conhecimento nos setores públicos e privados. É nesse
contexto que se aplica o termo exclusão digital, referente à falta de acesso às vantagens e aos benefícios trazidos por
essas novas tecnologias, por motivos sociais, econômicos, políticos ou culturais.
Considerando as ideias do texto acima, avalie as afirmações a seguir.
I.
Um mapeamento da exclusão digital no Brasil permite aos gestores de políticas públicas escolherem o público-
alvo de possíveis ações de inclusão digital.
II. O uso das TICs pode cumprir um papel social, ao prover informações àqueles que tiveram esse direito negado
ou negligenciado e, portanto, permitir maiores graus de mobilidade social e econômica.
III. O direito à informação diferencia-se dos direitos sociais, uma vez que esses estão focados nas relações entre
os indivíduos e, aqueles, na relação entre o indivíduo e o conhecimento.
IV. O maior problema de acesso digital no Brasil está na deficitária tecnologia existente em território nacional, muito
aquém da disponível na maior parte dos países do primeiro mundo.
É correto apenas o que se afirma em
A
B
C
D
E
I e II.
II e IV.
III e IV.
I, II e III.
I, III e IV.",N,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
